,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,STATUS,PRODUCTCODE,PHONE,CITY,STATE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
2149,10140,26,100.0,Shipped,S32_1268,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
2150,10151,27,100.0,Shipped,S32_1268,981-443655,Oulu,,Finland,Koskitalo,Pirkko,Medium
2151,10164,24,100.0,Resolved,S32_1268,7675-3555,Graz,,Austria,Mendel,Roland,Small
2152,10175,22,100.0,Shipped,S32_1268,(171) 555-0297,London,,UK,Brown,Ann,Small
2153,10184,46,100.0,Shipped,S32_1268,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Medium
2154,10194,37,97.27,Shipped,S32_1268,78.32.5555,Lyon,,France,Saveley,Mary,Medium
2155,10207,49,80.9,Shipped,S32_1268,6175552555,Boston,MA,USA,Franco,Valarie,Medium
2156,10217,21,100.0,Shipped,S32_1268,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
2157,10229,25,100.0,Shipped,S32_1268,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2158,10245,37,100.0,Shipped,S32_1268,2035559545,New Haven,CT,USA,Murphy,Leslie,Medium
2159,10259,45,86.68,Shipped,S32_1268,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Medium
2160,10270,32,85.72,Shipped,S32_1268,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
2161,10281,29,82.83,Shipped,S32_1268,2155551555,Allentown,PA,USA,Yu,Kyung,Small
2162,10291,26,83.79,Shipped,S32_1268,0695-34 6555,Boras,,Sweden,Larsson,Maria,Small
2163,10305,28,100.0,Shipped,S32_1268,6175558555,Cambridge,MA,USA,Hernandez,Marta,Medium
2164,10313,27,87.64,Shipped,S32_1268,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Small
2165,10324,20,98.18,Shipped,S32_1268,2125551500,NYC,NY,USA,Frick,Michael,Small
2166,10335,44,100.0,Shipped,S32_1268,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
2167,10348,42,100.0,Shipped,S32_1268,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Medium
2168,10358,41,100.0,Shipped,S32_1268,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2169,10371,26,100.0,Shipped,S32_1268,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
2170,10382,26,100.0,Shipped,S32_1268,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2171,10411,26,100.0,Shipped,S32_1268,(514) 555-8054,Montreal,Quebec,Canada,Fresnisre,Jean,Small
2172,10425,41,86.68,In Process,S32_1268,40.67.8555,Nantes,,France,Labrune,Janine,Medium
2173,10107,20,92.9,Shipped,S32_1374,2125557818,NYC,NY,USA,Yu,Kwai,Small
2174,10120,22,100.0,Shipped,S32_1374,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
2175,10133,23,100.0,Shipped,S32_1374,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2176,10145,33,93.9,Shipped,S32_1374,6265557265,Pasadena,CA,USA,Young,Julie,Medium
2177,10168,28,100.0,Shipped,S32_1374,6505556809,Burlingame,CA,USA,Hirano,Juri,Medium
2178,10188,44,98.89,Shipped,S32_1374,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Medium
2179,10210,46,79.91,Shipped,S32_1374,+81 06 6342 5555,Osaka,Osaka,Japan,Kentary,Mory,Medium
2180,10223,21,100.0,Shipped,S32_1374,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
2181,10235,41,100.0,Shipped,S32_1374,(604) 555-4555,Tsawassen,BC,Canada,Lincoln,Elizabeth,Medium
2182,10250,31,100.0,Shipped,S32_1374,4085553659,San Jose,CA,USA,Frick,Sue,Medium
2183,10263,31,79.91,Shipped,S32_1374,2035552570,Bridgewater,CT,USA,King,Julie,Small
2184,10275,23,81.91,Shipped,S32_1374,40.67.8555,Nantes,,France,Labrune,Janine,Small
2185,10285,37,98.89,Shipped,S32_1374,6175558555,Cambridge,MA,USA,Hernandez,Marta,Medium
2186,10297,26,100.0,Shipped,S32_1374,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Small
2187,10308,24,79.91,Shipped,S32_1374,9145554562,White Plains,NY,USA,Frick,Steve,Small
2188,10318,47,100.0,Shipped,S32_1374,2155551555,Allentown,PA,USA,Yu,Kyung,Medium
2189,10329,45,63.91,Shipped,S32_1374,2125557818,NYC,NY,USA,Yu,Kwai,Small
2190,10340,55,100.0,Shipped,S32_1374,(93) 203 4555,Barcelona,,Spain,Saavedra,Eduardo,Medium
2191,10353,46,81.17,Shipped,S32_1374,2035554407,Glendale,CT,USA,Lewis,Dan,Medium
2192,10363,50,100.0,Shipped,S32_1374,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
2193,10375,37,100.0,Shipped,S32_1374,40.67.8555,Nantes,,France,Labrune,Janine,Medium
2194,10387,44,94.9,Shipped,S32_1374,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
2195,10401,49,100.0,On Hold,S32_1374,2015559350,Newark,NJ,USA,Brown,William,Medium
2196,10416,45,100.0,Shipped,S32_1374,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Medium
2197,10108,27,43.45,Shipped,S32_2206,+63 2 555 3587,Makati City,,Philippines,Cruz,Arnold,Small
2198,10122,31,44.66,Shipped,S32_2206,91.24.4555,Marseille,,France,Lebihan,Laurence,Small
2199,10135,33,40.23,Shipped,S32_2206,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2200,10145,31,35.8,Shipped,S32_2206,6265557265,Pasadena,CA,USA,Young,Julie,Small
2201,10159,35,35.4,Shipped,S32_2206,6505551386,San Francisco,CA,USA,Brown,Julie,Small
2202,10169,26,39.83,Shipped,S32_2206,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
2203,10180,34,45.46,Shipped,S32_2206,20.16.1555,Lille,,France,Rance,Martine,Small
2204,10190,46,32.99,Shipped,S32_2206,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2205,10211,41,42.24,Shipped,S32_2206,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Small
2206,10224,43,39.43,Shipped,S32_2206,20.16.1555,Lille,,France,Rance,Martine,Small
2207,10237,26,40.23,Shipped,S32_2206,2125551500,NYC,NY,USA,Frick,Michael,Small
2208,10252,36,48.28,Shipped,S32_2206,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Small
2209,10264,20,32.59,Shipped,S32_2206,6175559555,Boston,MA,USA,Yoshido,Juri,Small
2210,10276,27,36.61,Shipped,S32_2206,6175557555,Brickhaven,MA,USA,Barajas,Miguel,Small
2211,10285,37,41.03,Shipped,S32_2206,6175558555,Cambridge,MA,USA,Hernandez,Marta,Small
2212,10299,24,42.24,Shipped,S32_2206,90-224 8555,Helsinki,,Finland,Karttunen,Matti,Small
2213,10310,36,43.05,Shipped,S32_2206,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Small
2214,10319,29,38.22,Shipped,S32_2206,2125551957,NYC,NY,USA,Kuo,Kee,Small
2215,10331,28,100.0,Shipped,S32_2206,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Medium
2216,10343,29,100.0,Shipped,S32_2206,26.47.1555,Reims,,France,Henriot,Paul,Medium
2217,10355,38,39.83,Shipped,S32_2206,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2218,10364,48,48.28,Shipped,S32_2206,91.24.4555,Marseille,,France,Lebihan,Laurence,Small
2219,10378,40,82.46,Shipped,S32_2206,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2220,10390,41,44.56,Shipped,S32_2206,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2221,10403,30,40.23,Shipped,S32_2206,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Small
2222,10104,35,47.62,Shipped,S32_2509,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2223,10114,28,55.73,Shipped,S32_2509,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Small
2224,10127,45,51.95,Shipped,S32_2509,2125557413,NYC,NY,USA,Young,Jeff,Small
2225,10141,24,45.99,Shipped,S32_2509,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Small
2226,10151,41,63.85,Shipped,S32_2509,981-443655,Oulu,,Finland,Koskitalo,Pirkko,Small
2227,10165,48,45.99,Shipped,S32_2509,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Small
2228,10175,50,63.31,Shipped,S32_2509,(171) 555-0297,London,,UK,Brown,Ann,Medium
2229,10184,33,62.77,Shipped,S32_2509,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Small
2230,10195,32,43.29,Shipped,S32_2509,9145554562,White Plains,NY,USA,Frick,Steve,Small
2231,10207,27,60.06,Shipped,S32_2509,6175552555,Boston,MA,USA,Franco,Valarie,Small
2232,10219,35,55.19,Shipped,S32_2509,4155554312,Brisbane,CA,USA,Taylor,Sue,Small
2233,10229,23,54.11,Shipped,S32_2509,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2234,10246,35,48.7,Shipped,S32_2509,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2235,10259,40,43.83,Shipped,S32_2509,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
2236,10271,35,47.62,Shipped,S32_2509,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2237,10281,31,55.19,Shipped,S32_2509,2155551555,Allentown,PA,USA,Yu,Kyung,Small
2238,10292,50,46.53,Shipped,S32_2509,2125557818,NYC,NY,USA,Yu,Kwai,Small
2239,10305,40,57.9,Shipped,S32_2509,6175558555,Cambridge,MA,USA,Hernandez,Marta,Small
2240,10313,38,45.45,Shipped,S32_2509,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Small
2241,10325,38,100.0,Shipped,S32_2509,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Large
2242,10335,40,60.6,Shipped,S32_2509,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2243,10349,33,46.53,Shipped,S32_2509,2125557413,NYC,NY,USA,Young,Jeff,Small
2244,10359,36,100.0,Shipped,S32_2509,26.47.1555,Reims,,France,Henriot,Paul,Medium
2245,10371,20,66.47,Shipped,S32_2509,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2246,10383,32,53.18,Shipped,S32_2509,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2247,10394,36,62.77,Shipped,S32_2509,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2248,10412,19,48.7,Shipped,S32_2509,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2249,10425,11,43.83,In Process,S32_2509,40.67.8555,Nantes,,France,Labrune,Janine,Small
2250,10104,49,65.87,Shipped,S32_3207,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2251,10116,27,63.38,Shipped,S32_3207,(071) 23 67 2555,Charleroi,,Belgium,Cartrain,Pascale,Small
2252,10127,29,70.84,Shipped,S32_3207,2125557413,NYC,NY,USA,Young,Jeff,Small
2253,10142,42,74.57,Shipped,S32_3207,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
2254,10152,33,50.95,Shipped,S32_3207,61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Small
2255,10165,44,53.44,Shipped,S32_3207,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Small
2256,10176,22,64.0,Shipped,S32_3207,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
2257,10184,48,50.95,Shipped,S32_3207,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Small
2258,10195,33,54.68,Shipped,S32_3207,9145554562,White Plains,NY,USA,Frick,Steve,Small
2259,10207,45,56.55,Shipped,S32_3207,6175552555,Boston,MA,USA,Franco,Valarie,Small
2260,10220,20,52.82,Shipped,S32_3207,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Small
2261,10230,46,60.9,Shipped,S32_3207,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Small
2262,10247,40,49.71,Shipped,S32_3207,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Small
2263,10272,45,64.63,Shipped,S32_3207,2155551555,Allentown,PA,USA,Yu,Kyung,Small
2264,10282,36,59.65,Shipped,S32_3207,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2265,10292,31,67.73,Shipped,S32_3207,2125557818,NYC,NY,USA,Yu,Kwai,Small
2266,10306,46,50.33,Shipped,S32_3207,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Small
2267,10314,35,66.49,Shipped,S32_3207,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Small
2268,10325,28,100.0,Shipped,S32_3207,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Medium
2269,10336,31,84.71,Shipped,S32_3207,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Small
2270,10350,27,100.0,Shipped,S32_3207,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2271,10359,22,100.0,Shipped,S32_3207,26.47.1555,Reims,,France,Henriot,Paul,Medium
2272,10371,30,99.55,Shipped,S32_3207,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2273,10383,44,36.07,Shipped,S32_3207,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2274,10394,30,60.28,Shipped,S32_3207,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2275,10413,24,49.71,Shipped,S32_3207,2035552570,Bridgewater,CT,USA,King,Julie,Small
2276,10103,45,75.63,Shipped,S32_3522,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Medium
2277,10113,23,68.52,Shipped,S32_3522,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2278,10126,26,62.7,Shipped,S32_3522,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Small
2279,10140,28,60.76,Shipped,S32_3522,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
2280,10150,49,58.18,Shipped,S32_3522,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Small
2281,10164,49,54.94,Resolved,S32_3522,7675-3555,Graz,,Austria,Mendel,Roland,Small
2282,10175,29,74.98,Shipped,S32_3522,(171) 555-0297,London,,UK,Brown,Ann,Small
2283,10183,49,64.64,Shipped,S32_3522,2155554695,Philadelphia,PA,USA,Cervantes,Francisca,Medium
2284,10194,39,54.94,Shipped,S32_3522,78.32.5555,Lyon,,France,Saveley,Mary,Small
2285,10206,36,58.82,Shipped,S32_3522,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Small
2286,10217,39,62.05,Shipped,S32_3522,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Small
2287,10229,30,73.04,Shipped,S32_3522,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2288,10245,44,69.16,Shipped,S32_3522,2035559545,New Haven,CT,USA,Murphy,Leslie,Medium
2289,10258,20,61.41,Shipped,S32_3522,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Small
2290,10270,21,63.35,Shipped,S32_3522,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
2291,10281,36,77.57,Shipped,S32_3522,2155551555,Allentown,PA,USA,Yu,Kyung,Small
2292,10291,32,71.75,Shipped,S32_3522,0695-34 6555,Boras,,Sweden,Larsson,Maria,Small
2293,10304,36,73.04,Shipped,S32_3522,30.59.8555,Versailles,,France,Tonini,Daniel,Small
2294,10313,34,56.24,Shipped,S32_3522,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Small
2295,10324,48,100.0,Shipped,S32_3522,2125551500,NYC,NY,USA,Frick,Michael,Large
2296,10333,33,73.69,Shipped,S32_3522,6505555787,San Francisco,CA,USA,Murphy,Julie,Small
2297,10348,31,100.0,Shipped,S32_3522,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Medium
2298,10358,36,100.0,Shipped,S32_3522,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2299,10370,25,100.0,Shipped,S32_3522,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Medium
2300,10382,48,100.0,Shipped,S32_3522,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
2301,10411,27,69.16,Shipped,S32_3522,(514) 555-8054,Montreal,Quebec,Canada,Fresnisre,Jean,Small
2302,10424,44,61.41,In Process,S32_3522,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2303,10106,33,72.92,Shipped,S32_4289,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
2304,10120,29,72.23,Shipped,S32_4289,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
2305,10133,49,57.1,Shipped,S32_4289,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2306,10144,20,81.86,Shipped,S32_4289,(071) 23 67 2555,Charleroi,,Belgium,Cartrain,Pascale,Small
2307,10168,31,73.61,Shipped,S32_4289,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
2308,10210,39,59.16,Shipped,S32_4289,+81 06 6342 5555,Osaka,Osaka,Japan,Kentary,Mory,Small
2309,10223,20,66.04,Shipped,S32_4289,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
2310,10235,34,77.73,Shipped,S32_4289,(604) 555-4555,Tsawassen,BC,Canada,Lincoln,Elizabeth,Small
2311,10250,50,61.22,Shipped,S32_4289,4085553659,San Jose,CA,USA,Frick,Sue,Medium
2312,10262,40,79.11,Cancelled,S32_4289,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2313,10275,28,63.97,Shipped,S32_4289,40.67.8555,Nantes,,France,Labrune,Janine,Small
2314,10284,50,81.86,Shipped,S32_4289,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Medium
2315,10297,28,79.8,Shipped,S32_4289,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Small
2316,10308,46,66.04,Shipped,S32_4289,9145554562,White Plains,NY,USA,Frick,Steve,Medium
2317,10316,24,59.16,Shipped,S32_4289,(198) 555-8888,Cowes,Isle of Wight,UK,Bennett,Helen,Small
2318,10328,24,81.17,Shipped,S32_4289,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
2319,10340,39,59.16,Shipped,S32_4289,(93) 203 4555,Barcelona,,Spain,Saavedra,Eduardo,Small
2320,10353,40,44.51,Shipped,S32_4289,2035554407,Glendale,CT,USA,Lewis,Dan,Small
2321,10361,49,72.33,Shipped,S32_4289,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Medium
2322,10375,44,82.26,Shipped,S32_4289,40.67.8555,Nantes,,France,Labrune,Janine,Medium
2323,10388,35,100.0,Shipped,S32_4289,5085552555,New Bedford,MA,USA,Benitez,Violeta,Medium
2324,10398,22,67.41,Shipped,S32_4289,26.47.1555,Reims,,France,Henriot,Paul,Small
2325,10401,62,77.73,On Hold,S32_4289,2015559350,Newark,NJ,USA,Brown,William,Medium
2326,10416,26,61.22,Shipped,S32_4289,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
2327,10108,31,100.0,Shipped,S32_4485,+63 2 555 3587,Makati City,,Philippines,Cruz,Arnold,Medium
2328,10121,25,86.74,Shipped,S32_4485,26.47.1555,Reims,,France,Henriot,Paul,Small
2329,10135,30,89.8,Shipped,S32_4485,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2330,10145,27,100.0,Shipped,S32_4485,6265557265,Pasadena,CA,USA,Young,Julie,Medium
2331,10159,23,100.0,Shipped,S32_4485,6505551386,San Francisco,CA,USA,Brown,Julie,Small
2332,10169,34,100.0,Shipped,S32_4485,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Medium
2333,10180,22,100.0,Shipped,S32_4485,20.16.1555,Lille,,France,Rance,Martine,Small
2334,10190,42,85.72,Shipped,S32_4485,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2335,10211,37,100.0,Shipped,S32_4485,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Medium
2336,10224,30,100.0,Shipped,S32_4485,20.16.1555,Lille,,France,Rance,Martine,Medium
2337,10237,27,100.0,Shipped,S32_4485,2125551500,NYC,NY,USA,Frick,Michael,Medium
2338,10252,25,100.0,Shipped,S32_4485,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Small
2339,10264,34,97.97,Shipped,S32_4485,6175559555,Boston,MA,USA,Yoshido,Juri,Medium
2340,10276,38,100.0,Shipped,S32_4485,6175557555,Brickhaven,MA,USA,Barajas,Miguel,Medium
2341,10285,26,100.0,Shipped,S32_4485,6175558555,Cambridge,MA,USA,Hernandez,Marta,Small
2342,10299,38,100.0,Shipped,S32_4485,90-224 8555,Helsinki,,Finland,Karttunen,Matti,Medium
2343,10309,50,84.7,Shipped,S32_4485,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Medium
2344,10319,22,100.0,Shipped,S32_4485,2125551957,NYC,NY,USA,Kuo,Kee,Small
2345,10331,32,100.0,Shipped,S32_4485,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Medium
2346,10341,31,71.02,Shipped,S32_4485,6562-9555,Salzburg,,Austria,Pipps,Georg,Small
2347,10355,40,100.0,Shipped,S32_4485,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2348,10365,22,100.0,Shipped,S32_4485,5085559555,New Bedford,MA,USA,Tam,Wing C,Medium
2349,10375,41,100.0,Shipped,S32_4485,40.67.8555,Nantes,,France,Labrune,Janine,Medium
2350,10390,45,48.98,Shipped,S32_4485,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2351,10403,45,100.0,Shipped,S32_4485,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Medium
2352,10106,39,40.15,Shipped,S50_1341,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
2353,10120,49,50.62,Shipped,S50_1341,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
2354,10133,27,50.19,Shipped,S50_1341,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2355,10143,34,36.66,Shipped,S50_1341,5085559555,New Bedford,MA,USA,Tam,Wing C,Small
2356,10156,20,41.02,Shipped,S50_1341,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2357,10168,48,51.93,Shipped,S50_1341,6505556809,Burlingame,CA,USA,Hirano,Juri,Small
2358,10199,29,38.4,Shipped,S50_1341,3105553722,Burbank,CA,USA,Thompson,Steve,Small
2359,10210,43,41.02,Shipped,S50_1341,+81 06 6342 5555,Osaka,Osaka,Japan,Kentary,Mory,Small
2360,10223,41,46.26,Shipped,S50_1341,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
2361,10235,41,35.35,Shipped,S50_1341,(604) 555-4555,Tsawassen,BC,Canada,Lincoln,Elizabeth,Small
2362,10250,36,51.93,Shipped,S50_1341,4085553659,San Jose,CA,USA,Frick,Sue,Small
2363,10262,49,37.97,Cancelled,S50_1341,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2364,10275,38,45.39,Shipped,S50_1341,40.67.8555,Nantes,,France,Labrune,Janine,Small
2365,10284,33,51.93,Shipped,S50_1341,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Small
2366,10296,26,48.44,Shipped,S50_1341,+49 89 61 08 9555,Munich,,Germany,Donnermeyer,Michael,Small
2367,10308,47,43.64,Shipped,S50_1341,9145554562,White Plains,NY,USA,Frick,Steve,Small
2368,10316,34,47.57,Shipped,S50_1341,(198) 555-8888,Cowes,Isle of Wight,UK,Bennett,Helen,Small
2369,10328,34,51.93,Shipped,S50_1341,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
2370,10340,40,50.62,Shipped,S50_1341,(93) 203 4555,Barcelona,,Spain,Saavedra,Eduardo,Small
2371,10353,40,82.21,Shipped,S50_1341,2035554407,Glendale,CT,USA,Lewis,Dan,Medium
2372,10361,33,82.59,Shipped,S50_1341,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
2373,10375,49,65.8,Shipped,S50_1341,40.67.8555,Nantes,,France,Labrune,Janine,Medium
2374,10388,27,100.0,Shipped,S50_1341,5085552555,New Bedford,MA,USA,Benitez,Violeta,Medium
2375,10398,49,36.66,Shipped,S50_1341,26.47.1555,Reims,,France,Henriot,Paul,Small
2376,10401,56,35.35,On Hold,S50_1341,2015559350,Newark,NJ,USA,Brown,William,Small
2377,10416,37,51.93,Shipped,S50_1341,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
2378,10104,33,100.0,Shipped,S50_1392,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2379,10115,27,100.0,Shipped,S50_1392,2125558493,NYC,NY,USA,Hernandez,Maria,Small
2380,10127,46,100.0,Shipped,S50_1392,2125557413,NYC,NY,USA,Young,Jeff,Medium
2381,10141,44,100.0,Shipped,S50_1392,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
2382,10151,26,100.0,Shipped,S50_1392,981-443655,Oulu,,Finland,Koskitalo,Pirkko,Medium
2383,10165,48,94.92,Shipped,S50_1392,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
2384,10176,23,100.0,Shipped,S50_1392,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Medium
2385,10184,45,100.0,Shipped,S50_1392,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Medium
2386,10195,49,100.0,Shipped,S50_1392,9145554562,White Plains,NY,USA,Frick,Steve,Medium
2387,10207,28,94.92,Shipped,S50_1392,6175552555,Boston,MA,USA,Franco,Valarie,Small
2388,10220,37,100.0,Shipped,S50_1392,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Medium
2389,10230,34,100.0,Shipped,S50_1392,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Medium
2390,10246,22,100.0,Shipped,S50_1392,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2391,10259,29,100.0,Shipped,S50_1392,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Medium
2392,10271,34,98.39,Shipped,S50_1392,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
2393,10282,38,100.0,Shipped,S50_1392,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
2394,10292,41,100.0,Shipped,S50_1392,2125557818,NYC,NY,USA,Yu,Kwai,Medium
2395,10305,42,100.0,Shipped,S50_1392,6175558555,Cambridge,MA,USA,Hernandez,Marta,Medium
2396,10314,28,100.0,Shipped,S50_1392,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Medium
2397,10325,38,100.0,Shipped,S50_1392,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Medium
2398,10336,23,100.0,Shipped,S50_1392,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Medium
2399,10350,31,71.4,Shipped,S50_1392,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
2400,10359,46,100.0,Shipped,S50_1392,26.47.1555,Reims,,France,Henriot,Paul,Medium
2401,10371,48,56.55,Shipped,S50_1392,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
2402,10383,29,100.0,Shipped,S50_1392,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
2403,10395,46,100.0,Shipped,S50_1392,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Medium
2404,10412,26,100.0,Shipped,S50_1392,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
