,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,PHONE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
2046,10104,26,100.0,5,2921.62,Shipped,1,1,2003,Classic Cars,118,S24_4048,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
2047,10115,44,100.0,1,5568.64,Shipped,2,4,2003,Classic Cars,118,S24_4048,2125558493,NYC,NY,10022,USA,,Hernandez,Maria,Medium
2048,10127,20,96.99,7,1939.8,Shipped,2,6,2003,Classic Cars,118,S24_4048,2125557413,NYC,NY,10022,USA,,Young,Jeff,Small
2049,10141,40,94.62,1,3784.8,Shipped,3,8,2003,Classic Cars,118,S24_4048,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
2050,10152,23,100.0,3,2802.09,Shipped,3,9,2003,Classic Cars,118,S24_4048,61-7-3844-6555,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
2051,10165,24,99.36,8,2384.64,Shipped,4,10,2003,Classic Cars,118,S24_4048,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
2052,10176,29,100.0,7,2915.66,Shipped,4,11,2003,Classic Cars,118,S24_4048,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
2053,10184,49,100.0,2,5795.72,Shipped,4,11,2003,Classic Cars,118,S24_4048,(95) 555 82 82,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium
2054,10195,34,100.0,2,3699.88,Shipped,4,11,2003,Classic Cars,118,S24_4048,9145554562,White Plains,NY,24067,USA,,Frick,Steve,Medium
2055,10207,28,100.0,3,2980.6,Shipped,4,12,2003,Classic Cars,118,S24_4048,6175552555,Boston,MA,51003,USA,,Franco,Valarie,Small
2056,10220,37,100.0,7,5032.74,Shipped,1,2,2004,Classic Cars,118,S24_4048,+353 1862 1555,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium
2057,10230,45,100.0,5,4737.15,Shipped,1,3,2004,Classic Cars,118,S24_4048,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
2058,10246,46,100.0,1,6311.2,Shipped,2,5,2004,Classic Cars,118,S24_4048,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2059,10271,22,100.0,1,3070.54,Shipped,3,7,2004,Classic Cars,118,S24_4048,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
2060,10282,39,100.0,10,4797.39,Shipped,3,8,2004,Classic Cars,118,S24_4048,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
2061,10292,27,100.0,4,3832.38,Shipped,3,9,2004,Classic Cars,118,S24_4048,2125557818,NYC,NY,10022,USA,,Yu,Kwai,Medium
2062,10305,36,100.0,1,4641.48,Shipped,4,10,2004,Classic Cars,118,S24_4048,6175558555,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium
2063,10314,38,100.0,10,4000.26,Shipped,4,10,2004,Classic Cars,118,S24_4048,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
2064,10325,44,100.0,5,5325.76,Shipped,4,11,2004,Classic Cars,118,S24_4048,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
2065,10336,31,100.0,5,4618.69,Shipped,4,11,2004,Classic Cars,118,S24_4048,(1) 42.34.2555,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
2066,10349,23,100.0,2,3182.97,Shipped,4,12,2004,Classic Cars,118,S24_4048,2125557413,NYC,NY,10022,USA,,Young,Jeff,Medium
2067,10359,22,100.0,7,2603.04,Shipped,4,12,2004,Classic Cars,118,S24_4048,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Small
2068,10371,28,50.32,9,1408.96,Shipped,1,1,2005,Classic Cars,118,S24_4048,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
2069,10383,21,93.91,4,1972.11,Shipped,1,2,2005,Classic Cars,118,S24_4048,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
2070,10394,37,100.0,7,5207.75,Shipped,1,3,2005,Classic Cars,118,S24_4048,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2071,10412,31,100.0,1,4253.2,Shipped,2,5,2005,Classic Cars,118,S24_4048,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2072,10103,25,100.0,15,2873.0,Shipped,1,1,2003,Vintage Cars,97,S24_4258,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
2073,10111,26,86.68,3,2253.68,Shipped,1,3,2003,Vintage Cars,97,S24_4258,6505555787,San Francisco,CA,,USA,,Murphy,Julie,Small
2074,10126,34,100.0,15,3576.12,Shipped,2,5,2003,Vintage Cars,97,S24_4258,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
2075,10139,29,100.0,4,3276.13,Shipped,3,7,2003,Vintage Cars,97,S24_4258,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
2076,10149,20,90.57,1,1811.4,Shipped,3,9,2003,Vintage Cars,97,S24_4258,4155554312,Brisbane,CA,94217,USA,,Taylor,Sue,Small
2077,10163,42,91.55,5,3845.1,Shipped,4,10,2003,Vintage Cars,97,S24_4258,2125558493,NYC,NY,10022,USA,,Hernandez,Maria,Medium
2078,10173,22,100.0,3,2571.14,Shipped,4,11,2003,Vintage Cars,97,S24_4258,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
2079,10183,47,100.0,12,5035.11,Shipped,4,11,2003,Vintage Cars,97,S24_4258,2155554695,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Medium
2080,10193,20,100.0,4,2279.0,Shipped,4,11,2003,Vintage Cars,97,S24_4258,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
2081,10206,33,97.39,10,3213.87,Shipped,4,12,2003,Vintage Cars,97,S24_4258,(604) 555-3392,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium
2082,10215,39,90.57,7,3532.23,Shipped,1,1,2004,Vintage Cars,97,S24_4258,3105553722,Burbank,CA,94019,USA,,Thompson,Steve,Medium
2083,10228,33,100.0,6,3406.59,Shipped,1,3,2004,Vintage Cars,97,S24_4258,6175555555,Cambridge,MA,51247,USA,,Tseng,Kyung,Medium
2084,10244,40,86.68,4,3467.2,Shipped,2,4,2004,Vintage Cars,97,S24_4258,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2085,10257,46,78.89,4,3628.94,Shipped,2,6,2004,Vintage Cars,97,S24_4258,4085553659,San Jose,CA,94217,USA,,Frick,Sue,Medium
2086,10269,48,97.39,2,4674.72,Shipped,3,7,2004,Vintage Cars,97,S24_4258,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
2087,10280,21,78.89,6,1656.69,Shipped,3,8,2004,Vintage Cars,97,S24_4258,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
2088,10290,45,100.0,1,5171.4,Shipped,3,9,2004,Vintage Cars,97,S24_4258,6175558428,Brickhaven,MA,58339,USA,,Taylor,Leslie,Medium
2089,10304,33,100.0,10,3342.57,Shipped,4,10,2004,Vintage Cars,97,S24_4258,30.59.8555,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
2090,10312,44,100.0,7,4884.88,Shipped,4,10,2004,Vintage Cars,97,S24_4258,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
2091,10324,33,100.0,3,6267.69,Shipped,4,11,2004,Vintage Cars,97,S24_4258,2125551500,NYC,NY,10022,USA,,Frick,Michael,Medium
2092,10333,39,100.0,1,4424.16,Shipped,4,11,2004,Vintage Cars,97,S24_4258,6505555787,San Francisco,CA,,USA,,Murphy,Julie,Medium
2093,10348,39,50.31,2,1962.09,Shipped,4,11,2004,Vintage Cars,97,S24_4258,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
2094,10358,41,100.0,6,6847.0,Shipped,4,12,2004,Vintage Cars,97,S24_4258,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2095,10369,40,86.92,3,3476.8,Shipped,1,1,2005,Vintage Cars,97,S24_4258,6175558555,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium
2096,10382,33,100.0,4,4592.61,Shipped,1,2,2005,Vintage Cars,97,S24_4258,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
2097,10423,28,78.89,4,2208.92,In Process,2,5,2005,Vintage Cars,97,S24_4258,(02) 5554 67,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
2098,10106,26,63.76,3,1657.76,Shipped,1,2,2003,Planes,72,S24_4278,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
2099,10120,29,85.49,9,2479.21,Shipped,2,4,2003,Planes,72,S24_4278,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
2100,10133,46,77.52,4,3565.92,Shipped,2,6,2003,Planes,72,S24_4278,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2101,10145,33,84.77,15,2797.41,Shipped,3,8,2003,Planes,72,S24_4278,6265557265,Pasadena,CA,90003,USA,,Young,Julie,Small
2102,10168,48,78.25,10,3756.0,Shipped,4,10,2003,Planes,72,S24_4278,6505556809,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
2103,10210,40,71.0,8,2840.0,Shipped,1,1,2004,Planes,72,S24_4278,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
2104,10223,23,74.62,10,1716.26,Shipped,1,2,2004,Planes,72,S24_4278,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
2105,10235,40,81.14,4,3245.6,Shipped,2,4,2004,Planes,72,S24_4278,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Medium
2106,10250,37,74.62,5,2760.94,Shipped,2,5,2004,Planes,72,S24_4278,4085553659,San Jose,CA,94217,USA,,Frick,Sue,Small
2107,10263,24,75.35,11,1808.4,Shipped,2,6,2004,Planes,72,S24_4278,2035552570,Bridgewater,CT,97562,USA,,King,Julie,Small
2108,10275,27,62.31,10,1682.37,Shipped,3,7,2004,Planes,72,S24_4278,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
2109,10284,21,71.0,2,1491.0,Shipped,3,8,2004,Planes,72,S24_4278,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
2110,10297,23,72.45,5,1666.35,Shipped,3,9,2004,Planes,72,S24_4278,+353 1862 1555,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
2111,10308,44,83.32,8,3666.08,Shipped,4,10,2004,Planes,72,S24_4278,9145554562,White Plains,NY,24067,USA,,Frick,Steve,Medium
2112,10317,35,83.32,1,2916.2,Shipped,4,11,2004,Planes,72,S24_4278,6505556809,Burlingame,CA,94217,USA,,Hirano,Juri,Small
2113,10328,43,60.86,4,2616.98,Shipped,4,11,2004,Planes,72,S24_4278,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
2114,10340,40,84.77,1,3390.8,Shipped,4,11,2004,Planes,72,S24_4278,(93) 203 4555,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
2115,10353,35,89.9,3,3146.5,Shipped,4,12,2004,Planes,72,S24_4278,2035554407,Glendale,CT,97561,USA,,Lewis,Dan,Medium
2116,10361,25,62.46,1,1561.5,Shipped,4,12,2004,Planes,72,S24_4278,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
2117,10375,43,100.0,2,10039.6,Shipped,1,2,2005,Planes,72,S24_4278,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Large
2118,10386,50,63.34,8,3167.0,Resolved,1,3,2005,Planes,72,S24_4278,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2119,10398,45,78.25,14,3521.25,Shipped,1,3,2005,Planes,72,S24_4278,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
2120,10401,52,81.14,4,4219.28,On Hold,2,4,2005,Planes,72,S24_4278,2015559350,Newark,NJ,94019,USA,,Brown,William,Medium
2121,10416,48,74.62,5,3581.76,Shipped,2,5,2005,Planes,72,S24_4278,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
2122,10108,31,68.71,10,2130.01,Shipped,1,3,2003,Classic Cars,80,S24_4620,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
2123,10122,29,71.14,14,2063.06,Shipped,2,5,2003,Classic Cars,80,S24_4620,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
2124,10135,23,87.31,11,2008.13,Shipped,3,7,2003,Classic Cars,80,S24_4620,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
2125,10147,31,64.67,11,2004.77,Shipped,3,9,2003,Classic Cars,80,S24_4620,6175558555,Brickhaven,MA,58339,USA,,Nelson,Allen,Small
2126,10159,23,67.1,6,1543.3,Shipped,4,10,2003,Classic Cars,80,S24_4620,6505551386,San Francisco,CA,,USA,,Brown,Julie,Small
2127,10169,24,94.58,6,2269.92,Shipped,4,11,2003,Classic Cars,80,S24_4620,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
2128,10180,28,71.14,1,1991.92,Shipped,4,11,2003,Classic Cars,80,S24_4620,20.16.1555,Lille,,59000,France,EMEA,Rance,Martine,Small
2129,10191,44,66.29,7,2916.76,Shipped,4,11,2003,Classic Cars,80,S24_4620,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
2130,10211,22,92.16,6,2027.52,Shipped,1,1,2004,Classic Cars,80,S24_4620,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Small
2131,10225,46,70.33,13,3235.18,Shipped,1,2,2004,Classic Cars,80,S24_4620,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
2132,10238,22,93.77,7,2062.94,Shipped,2,4,2004,Classic Cars,80,S24_4620,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
2133,10252,38,87.31,3,3317.78,Shipped,2,5,2004,Classic Cars,80,S24_4620,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
2134,10264,47,83.27,1,3913.69,Shipped,2,6,2004,Classic Cars,80,S24_4620,6175559555,Boston,MA,51003,USA,,Yoshido,Juri,Medium
2135,10276,48,75.18,7,3608.64,Shipped,3,8,2004,Classic Cars,80,S24_4620,6175557555,Brickhaven,MA,58339,USA,,Barajas,Miguel,Medium
2136,10287,40,88.12,16,3524.8,Shipped,3,8,2004,Classic Cars,80,S24_4620,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
2137,10299,32,80.84,1,2586.88,Shipped,3,9,2004,Classic Cars,80,S24_4620,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
2138,10310,49,97.01,14,4753.49,Shipped,4,10,2004,Classic Cars,80,S24_4620,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
2139,10319,43,85.69,2,3684.67,Shipped,4,11,2004,Classic Cars,80,S24_4620,2125551957,NYC,NY,10022,USA,,Kuo,Kee,Medium
2140,10331,41,100.0,2,5715.4,Shipped,4,11,2004,Classic Cars,80,S24_4620,2155559857,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium
2141,10343,30,100.0,1,3098.7,Shipped,4,11,2004,Classic Cars,80,S24_4620,26.47.1555,Reims,,51100,France,EMEA,Henriot,Paul,Medium
2142,10355,28,95.39,9,2670.92,Shipped,4,12,2004,Classic Cars,80,S24_4620,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
2143,10363,43,100.0,9,5154.41,Shipped,1,1,2005,Classic Cars,80,S24_4620,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
2144,10378,41,100.0,2,4894.17,Shipped,1,2,2005,Classic Cars,80,S24_4620,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2145,10390,30,82.42,10,2472.6,Shipped,1,3,2005,Classic Cars,80,S24_4620,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
2146,10103,31,100.0,3,3224.31,Shipped,1,1,2003,Trucks and Buses,96,S32_1268,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
2147,10114,32,100.0,7,3667.52,Shipped,2,4,2003,Trucks and Buses,96,S32_1268,(1) 42.34.2555,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
2148,10126,43,96.31,3,4141.33,Shipped,2,5,2003,Trucks and Buses,96,S32_1268,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
2149,10140,26,100.0,3,2829.58,Shipped,3,7,2003,Trucks and Buses,96,S32_1268,6505556809,Burlingame,CA,94217,USA,,Hirano,Juri,Small
2150,10151,27,100.0,10,3068.55,Shipped,3,9,2003,Trucks and Buses,96,S32_1268,981-443655,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
2151,10164,24,100.0,1,2634.96,Resolved,4,10,2003,Trucks and Buses,96,S32_1268,7675-3555,Graz,,8010,Austria,EMEA,Mendel,Roland,Small
2152,10175,22,100.0,8,2436.72,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,(171) 555-0297,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small
2153,10184,46,100.0,13,4607.36,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,(95) 555 82 82,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium
2154,10194,37,97.27,3,3598.99,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
2155,10207,49,80.9,14,3964.1,Shipped,4,12,2003,Trucks and Buses,96,S32_1268,6175552555,Boston,MA,51003,USA,,Franco,Valarie,Medium
2156,10217,21,100.0,3,2244.9,Shipped,1,2,2004,Trucks and Buses,96,S32_1268,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
2157,10229,25,100.0,8,2793.0,Shipped,1,3,2004,Trucks and Buses,96,S32_1268,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
2158,10245,37,100.0,1,4133.64,Shipped,2,5,2004,Trucks and Buses,96,S32_1268,2035559545,New Haven,CT,97823,USA,,Murphy,Leslie,Medium
2159,10259,45,86.68,11,3900.6,Shipped,2,6,2004,Trucks and Buses,96,S32_1268,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
2160,10270,32,85.72,1,2743.04,Shipped,3,7,2004,Trucks and Buses,96,S32_1268,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
2161,10281,29,82.83,8,2402.07,Shipped,3,8,2004,Trucks and Buses,96,S32_1268,2155551555,Allentown,PA,70267,USA,,Yu,Kyung,Small
2162,10291,26,83.79,3,2178.54,Shipped,3,9,2004,Trucks and Buses,96,S32_1268,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
2163,10305,28,100.0,12,3155.04,Shipped,4,10,2004,Trucks and Buses,96,S32_1268,6175558555,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium
2164,10313,27,87.64,6,2366.28,Shipped,4,10,2004,Trucks and Buses,96,S32_1268,(604) 555-3392,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small
2165,10324,20,98.18,11,1963.6,Shipped,4,11,2004,Trucks and Buses,96,S32_1268,2125551500,NYC,NY,10022,USA,,Frick,Michael,Small
2166,10335,44,100.0,1,4746.28,Shipped,4,11,2004,Trucks and Buses,96,S32_1268,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
2167,10348,42,100.0,3,6386.94,Shipped,4,11,2004,Trucks and Buses,96,S32_1268,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
2168,10358,41,100.0,1,4428.0,Shipped,4,12,2004,Trucks and Buses,96,S32_1268,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
2169,10371,26,100.0,1,4044.04,Shipped,1,1,2005,Trucks and Buses,96,S32_1268,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
2170,10382,26,100.0,6,2708.42,Shipped,1,2,2005,Trucks and Buses,96,S32_1268,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
2171,10411,26,100.0,1,2904.72,Shipped,2,5,2005,Trucks and Buses,96,S32_1268,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Small
2172,10425,41,86.68,11,3553.88,In Process,2,5,2005,Trucks and Buses,96,S32_1268,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
2173,10107,20,92.9,8,1858.0,Shipped,1,2,2003,Motorcycles,99,S32_1374,2125557818,NYC,NY,10022,USA,,Yu,Kwai,Small
2174,10120,22,100.0,6,2461.36,Shipped,2,4,2003,Motorcycles,99,S32_1374,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
2175,10133,23,100.0,1,2642.01,Shipped,2,6,2003,Motorcycles,99,S32_1374,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
2176,10145,33,93.9,12,3098.7,Shipped,3,8,2003,Motorcycles,99,S32_1374,6265557265,Pasadena,CA,90003,USA,,Young,Julie,Medium
2177,10168,28,100.0,7,3244.36,Shipped,4,10,2003,Motorcycles,99,S32_1374,6505556809,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
2178,10188,44,98.89,7,4351.16,Shipped,4,11,2003,Motorcycles,99,S32_1374,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
2179,10210,46,79.91,5,3675.86,Shipped,1,1,2004,Motorcycles,99,S32_1374,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
2180,10223,21,100.0,7,2475.27,Shipped,1,2,2004,Motorcycles,99,S32_1374,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
2181,10235,41,100.0,1,4177.49,Shipped,2,4,2004,Motorcycles,99,S32_1374,(604) 555-4555,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Medium
2182,10250,31,100.0,2,3282.28,Shipped,2,5,2004,Motorcycles,99,S32_1374,4085553659,San Jose,CA,94217,USA,,Frick,Sue,Medium
2183,10263,31,79.91,8,2477.21,Shipped,2,6,2004,Motorcycles,99,S32_1374,2035552570,Bridgewater,CT,97562,USA,,King,Julie,Small
2184,10275,23,81.91,7,1883.93,Shipped,3,7,2004,Motorcycles,99,S32_1374,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Small
2185,10285,37,98.89,12,3658.93,Shipped,3,8,2004,Motorcycles,99,S32_1374,6175558555,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium
2186,10297,26,100.0,2,2856.88,Shipped,3,9,2004,Motorcycles,99,S32_1374,+353 1862 1555,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
2187,10308,24,79.91,5,1917.84,Shipped,4,10,2004,Motorcycles,99,S32_1374,9145554562,White Plains,NY,24067,USA,,Frick,Steve,Small
2188,10318,47,100.0,7,5305.36,Shipped,4,11,2004,Motorcycles,99,S32_1374,2155551555,Allentown,PA,70267,USA,,Yu,Kyung,Medium
2189,10329,45,63.91,11,2875.95,Shipped,4,11,2004,Motorcycles,99,S32_1374,2125557818,NYC,NY,10022,USA,,Yu,Kwai,Small
2190,10340,55,100.0,2,6482.85,Shipped,4,11,2004,Motorcycles,99,S32_1374,(93) 203 4555,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
2191,10353,46,81.17,5,3733.82,Shipped,4,12,2004,Motorcycles,99,S32_1374,2035554407,Glendale,CT,97561,USA,,Lewis,Dan,Medium
2192,10363,50,100.0,2,6576.5,Shipped,1,1,2005,Motorcycles,99,S32_1374,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
2193,10375,37,100.0,3,6353.27,Shipped,1,2,2005,Motorcycles,99,S32_1374,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
2194,10387,44,94.9,1,4175.6,Shipped,1,3,2005,Motorcycles,99,S32_1374,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
2195,10401,49,100.0,1,4992.61,On Hold,2,4,2005,Motorcycles,99,S32_1374,2015559350,Newark,NJ,94019,USA,,Brown,William,Medium
2196,10416,45,100.0,2,4764.6,Shipped,2,5,2005,Motorcycles,99,S32_1374,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
2197,10108,27,43.45,13,1173.15,Shipped,1,3,2003,Motorcycles,40,S32_2206,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
2198,10122,31,44.66,17,1384.46,Shipped,2,5,2003,Motorcycles,40,S32_2206,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
2199,10135,33,40.23,14,1327.59,Shipped,3,7,2003,Motorcycles,40,S32_2206,4155551450,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
2200,10145,31,35.8,1,1109.8,Shipped,3,8,2003,Motorcycles,40,S32_2206,6265557265,Pasadena,CA,90003,USA,,Young,Julie,Small
2201,10159,35,35.4,9,1239.0,Shipped,4,10,2003,Motorcycles,40,S32_2206,6505551386,San Francisco,CA,,USA,,Brown,Julie,Small
2202,10169,26,39.83,9,1035.58,Shipped,4,11,2003,Motorcycles,40,S32_2206,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
2203,10180,34,45.46,4,1545.64,Shipped,4,11,2003,Motorcycles,40,S32_2206,20.16.1555,Lille,,59000,France,EMEA,Rance,Martine,Small
2204,10190,46,32.99,1,1517.54,Shipped,4,11,2003,Motorcycles,40,S32_2206,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
2205,10211,41,42.24,9,1731.84,Shipped,1,1,2004,Motorcycles,40,S32_2206,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Small
2206,10224,43,39.43,2,1695.49,Shipped,1,2,2004,Motorcycles,40,S32_2206,20.16.1555,Lille,,59000,France,EMEA,Rance,Martine,Small
2207,10237,26,40.23,2,1045.98,Shipped,2,4,2004,Motorcycles,40,S32_2206,2125551500,NYC,NY,10022,USA,,Frick,Michael,Small
2208,10252,36,48.28,6,1738.08,Shipped,2,5,2004,Motorcycles,40,S32_2206,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Small
2209,10264,20,32.59,4,651.8,Shipped,2,6,2004,Motorcycles,40,S32_2206,6175559555,Boston,MA,51003,USA,,Yoshido,Juri,Small
2210,10276,27,36.61,10,988.47,Shipped,3,8,2004,Motorcycles,40,S32_2206,6175557555,Brickhaven,MA,58339,USA,,Barajas,Miguel,Small
